Hora,Nombre completo del usuario,Usuario afectado,Contexto del evento,Componente,Nombre evento,Descripción,Origen,Dirección IP
"27 junio 2025, 8:04:25 AM",1071,1118,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23168' for the user with id '1118' for the assignment with course module id '3462'.
"27 junio 2025, 8:04:25 AM",,1118,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215685' for the user with id '1118' for the grade item with id '2042'.
"27 junio 2025, 8:04:25 AM",,1118,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215687' for the user with id '1118' for the grade item with id '2374'.
"27 junio 2025, 8:04:25 AM",1071,1118,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '216015' for the user with id '1118' for the grade item with id '2050'.
"27 junio 2025, 7:47:35 AM",1071,1118,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1118' for the assignment with course module id '3462'.
"27 junio 2025, 7:47:25 AM",1071,1675,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1675' for the assignment with course module id '3462'.
"27 junio 2025, 7:47:24 AM",1071,1675,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23229' for the user with id '1675' for the assignment with course module id '3462'.
"27 junio 2025, 7:39:34 AM",1071,1675,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1675' for the assignment with course module id '3462'.
"27 junio 2025, 7:39:33 AM",1071,1675,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23229' for the user with id '1675' for the assignment with course module id '3462'.
"27 junio 2025, 7:39:33 AM",,1675,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215758' for the user with id '1675' for the grade item with id '2042'.
"27 junio 2025, 7:39:33 AM",,1675,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215760' for the user with id '1675' for the grade item with id '2374'.
"27 junio 2025, 7:39:33 AM",1071,1675,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '216027' for the user with id '1675' for the grade item with id '2050'.
"27 junio 2025, 7:39:14 AM",1071,1675,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1675' for the assignment with course module id '3462'.
"27 junio 2025, 7:39:13 AM",1071,1675,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23229' for the user with id '1675' for the assignment with course module id '3462'.
"27 junio 2025, 7:39:13 AM",,1675,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215758' for the user with id '1675' for the grade item with id '2042'.
"27 junio 2025, 7:39:13 AM",,1675,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215760' for the user with id '1675' for the grade item with id '2374'.
"27 junio 2025, 7:39:13 AM",1071,1675,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '216027' for the user with id '1675' for the grade item with id '2050'.
"27 junio 2025, 7:29:35 AM",1071,1675,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1675' for the assignment with course module id '3462'.
"27 junio 2025, 7:29:34 AM",1071,,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Visualización de las Calificaciones,The user with id '1071' viewed the grading table for the assignment with course module id '3462'.
"27 junio 2025, 7:28:53 AM",1071,,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Visualización de las Calificaciones,The user with id '1071' viewed the grading table for the assignment with course module id '3462'.
"27 junio 2025, 7:25:32 AM",1118,1118,Asistencia: Asistencia Ruta Básica C3.1/AM,Asistencia,Informe de sesión visto,User with id 1118 viewed attendance sessions for student with id 1118
"27 junio 2025, 7:21:52 AM",,1118,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215685' for the user with id '1118' for the grade item with id '2042'.
"27 junio 2025, 7:21:52 AM",,1118,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215681' for the user with id '1118' for the grade item with id '2375'.
"27 junio 2025, 7:21:52 AM",,1118,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215679' for the user with id '1118' for the grade item with id '2376'.
"27 junio 2025, 7:21:52 AM",,1118,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215676' for the user with id '1118' for the grade item with id '2378'.
"27 junio 2025, 7:21:52 AM",1118,1118,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1118' updated the grade with id '215678' for the user with id '1118' for the grade item with id '2049'.
"27 junio 2025, 6:54:51 AM",,1660,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227119' for the user with id '1660' for the grade item with id '2042'.
"27 junio 2025, 6:54:51 AM",,1660,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227115' for the user with id '1660' for the grade item with id '2375'.
"27 junio 2025, 6:54:51 AM",,1660,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227113' for the user with id '1660' for the grade item with id '2376'.
"27 junio 2025, 6:54:51 AM",,1660,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227114' for the user with id '1660' for the grade item with id '2378'.
"27 junio 2025, 6:54:51 AM",1660,1660,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1660' updated the grade with id '227127' for the user with id '1660' for the grade item with id '2049'.
"27 junio 2025, 6:37:52 AM",1071,,Asistencia: Asistencia Ruta Básica C3.1/AM,Asistencia,Asistencia confirmada,User with id 1071 took attendance with instanceid 55
"27 junio 2025, 6:32:06 AM",1071,,Asistencia: Asistencia Ruta Básica C3.1/AM,Asistencia,Asistencia confirmada,User with id 1071 took attendance with instanceid 55
"27 junio 2025, 6:31:58 AM",1685,1685,Asistencia: Asistencia Ruta Básica C3.1/AM,Asistencia,Informe de sesión visto,User with id 1685 viewed attendance sessions for student with id 1685
"27 junio 2025, 6:27:23 AM",1071,,Asistencia: Asistencia Ruta Básica C3.1/AM,Asistencia,Asistencia confirmada,User with id 1071 took attendance with instanceid 55
"27 junio 2025, 6:24:27 AM",1071,,Asistencia: Asistencia Ruta Básica C3.1/AM,Asistencia,Sesión añadida,User with id 1071 added a session to the instanceid 55
"26 junio 2025, 6:30:39 PM",1071,,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Visualización de las Calificaciones,The user with id '1071' viewed the grading table for the assignment with course module id '3462'.
"26 junio 2025, 6:30:17 PM",1071,1694,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1694' for the assignment with course module id '3462'.
"26 junio 2025, 6:30:17 PM",1071,1694,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23169' for the user with id '1694' for the assignment with course module id '3462'.
"26 junio 2025, 6:30:17 PM",,1694,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215736' for the user with id '1694' for the grade item with id '2042'.
"26 junio 2025, 6:30:17 PM",,1694,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215738' for the user with id '1694' for the grade item with id '2374'.
"26 junio 2025, 6:30:17 PM",1071,1694,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '216031' for the user with id '1694' for the grade item with id '2050'.
"26 junio 2025, 6:30:09 PM",1071,1694,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1694' for the assignment with course module id '3462'.
"26 junio 2025, 6:30:08 PM",1071,,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Visualización de las Calificaciones,The user with id '1071' viewed the grading table for the assignment with course module id '3462'.
"26 junio 2025, 6:29:55 PM",1071,,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Visualización de las Calificaciones,The user with id '1071' viewed the grading table for the assignment with course module id '3462'.
"26 junio 2025, 6:29:07 PM",1071,1653,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1653' for the assignment with course module id '3462'.
"26 junio 2025, 6:29:06 PM",1071,1653,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23113' for the user with id '1653' for the assignment with course module id '3462'.
"26 junio 2025, 6:28:26 PM",1071,1653,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1653' for the assignment with course module id '3462'.
"26 junio 2025, 6:28:01 PM",1071,1676,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1676' for the assignment with course module id '3462'.
"26 junio 2025, 6:28:00 PM",1071,1676,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23234' for the user with id '1676' for the assignment with course module id '3462'.
"26 junio 2025, 6:27:33 PM",1071,1676,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1676' for the assignment with course module id '3462'.
"26 junio 2025, 6:27:21 PM",1071,1660,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1660' for the assignment with course module id '3462'.
"26 junio 2025, 6:27:20 PM",1071,1660,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23232' for the user with id '1660' for the assignment with course module id '3462'.
"26 junio 2025, 6:26:52 PM",1071,1660,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1660' for the assignment with course module id '3462'.
"26 junio 2025, 6:26:39 PM",1071,1667,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1667' for the assignment with course module id '3462'.
"26 junio 2025, 6:26:38 PM",1071,1667,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23231' for the user with id '1667' for the assignment with course module id '3462'.
"26 junio 2025, 6:25:59 PM",1071,1667,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1667' for the assignment with course module id '3462'.
"26 junio 2025, 6:25:47 PM",1071,1659,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1659' for the assignment with course module id '3462'.
"26 junio 2025, 6:25:46 PM",1071,1659,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23228' for the user with id '1659' for the assignment with course module id '3462'.
"26 junio 2025, 6:24:43 PM",1071,1659,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1659' for the assignment with course module id '3462'.
"26 junio 2025, 6:24:43 PM",1071,1662,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23226' for the user with id '1662' for the assignment with course module id '3462'.
"26 junio 2025, 6:14:00 PM",1071,1662,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1662' for the assignment with course module id '3462'.
"26 junio 2025, 6:13:59 PM",1071,1662,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23226' for the user with id '1662' for the assignment with course module id '3462'.
"26 junio 2025, 6:13:59 PM",,1662,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215844' for the user with id '1662' for the grade item with id '2042'.
"26 junio 2025, 6:13:59 PM",,1662,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215846' for the user with id '1662' for the grade item with id '2374'.
"26 junio 2025, 6:13:59 PM",1071,1662,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '216019' for the user with id '1662' for the grade item with id '2050'.
"26 junio 2025, 6:13:16 PM",1071,1662,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1662' for the assignment with course module id '3462'.
"26 junio 2025, 6:13:15 PM",1071,1662,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23226' for the user with id '1662' for the assignment with course module id '3462'.
"26 junio 2025, 6:13:15 PM",,1662,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215844' for the user with id '1662' for the grade item with id '2042'.
"26 junio 2025, 6:13:15 PM",,1662,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215846' for the user with id '1662' for the grade item with id '2374'.
"26 junio 2025, 6:13:15 PM",1071,1662,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '216019' for the user with id '1662' for the grade item with id '2050'.
"26 junio 2025, 6:09:07 PM",1071,1662,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1662' for the assignment with course module id '3462'.
"26 junio 2025, 6:08:56 PM",1071,1678,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1678' for the assignment with course module id '3462'.
"26 junio 2025, 6:08:55 PM",1071,1678,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23225' for the user with id '1678' for the assignment with course module id '3462'.
"26 junio 2025, 6:08:55 PM",,1678,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227186' for the user with id '1678' for the grade item with id '2042'.
"26 junio 2025, 6:08:55 PM",,1678,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227188' for the user with id '1678' for the grade item with id '2374'.
"26 junio 2025, 6:08:55 PM",1071,1678,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '234292' for the user with id '1678' for the grade item with id '2050'.
"26 junio 2025, 6:08:46 PM",1071,1678,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1678' for the assignment with course module id '3462'.
"26 junio 2025, 6:08:45 PM",1071,1678,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23225' for the user with id '1678' for the assignment with course module id '3462'.
"26 junio 2025, 6:08:02 PM",1071,1678,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1678' for the assignment with course module id '3462'.
"26 junio 2025, 6:07:44 PM",1071,1682,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1682' for the assignment with course module id '3462'.
"26 junio 2025, 6:07:44 PM",1071,1682,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23191' for the user with id '1682' for the assignment with course module id '3462'.
"26 junio 2025, 6:07:44 PM",,1682,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227215' for the user with id '1682' for the grade item with id '2042'.
"26 junio 2025, 6:07:44 PM",,1682,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227217' for the user with id '1682' for the grade item with id '2374'.
"26 junio 2025, 6:07:44 PM",1071,1682,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '234316' for the user with id '1682' for the grade item with id '2050'.
"26 junio 2025, 6:06:45 PM",1071,1682,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1682' for the assignment with course module id '3462'.
"26 junio 2025, 6:06:30 PM",1071,1685,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1685' for the assignment with course module id '3462'.
"26 junio 2025, 6:06:29 PM",1071,1685,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23183' for the user with id '1685' for the assignment with course module id '3462'.
"26 junio 2025, 6:05:03 PM",1071,1685,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1685' for the assignment with course module id '3462'.
"26 junio 2025, 6:04:18 PM",1071,1683,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1683' for the assignment with course module id '3462'.
"26 junio 2025, 6:04:17 PM",1071,1683,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23181' for the user with id '1683' for the assignment with course module id '3462'.
"26 junio 2025, 6:04:17 PM",,1683,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227170' for the user with id '1683' for the grade item with id '2042'.
"26 junio 2025, 6:04:17 PM",,1683,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227172' for the user with id '1683' for the grade item with id '2374'.
"26 junio 2025, 6:04:17 PM",1071,1683,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '234328' for the user with id '1683' for the grade item with id '2050'.
"26 junio 2025, 6:03:05 PM",1071,1683,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1683' for the assignment with course module id '3462'.
"26 junio 2025, 6:02:53 PM",1071,1679,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1679' for the assignment with course module id '3462'.
"26 junio 2025, 6:02:52 PM",1071,1679,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23179' for the user with id '1679' for the assignment with course module id '3462'.
"26 junio 2025, 6:02:13 PM",1071,1679,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1679' for the assignment with course module id '3462'.
"26 junio 2025, 6:01:56 PM",1071,1677,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1677' for the assignment with course module id '3462'.
"26 junio 2025, 6:01:55 PM",1071,1677,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23176' for the user with id '1677' for the assignment with course module id '3462'.
"26 junio 2025, 6:01:24 PM",1071,1677,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1677' for the assignment with course module id '3462'.
"26 junio 2025, 6:01:10 PM",1071,1190,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1190' for the assignment with course module id '3462'.
"26 junio 2025, 6:01:10 PM",1071,1190,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23174' for the user with id '1190' for the assignment with course module id '3462'.
"26 junio 2025, 6:01:10 PM",,1190,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227247' for the user with id '1190' for the grade item with id '2042'.
"26 junio 2025, 6:01:10 PM",,1190,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227249' for the user with id '1190' for the grade item with id '2374'.
"26 junio 2025, 6:01:10 PM",1071,1190,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '234242' for the user with id '1190' for the grade item with id '2050'.
"26 junio 2025, 5:59:07 PM",1071,1190,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1190' for the assignment with course module id '3462'.
"26 junio 2025, 5:58:57 PM",1071,1674,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1674' for the assignment with course module id '3462'.
"26 junio 2025, 5:58:56 PM",1071,1674,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23173' for the user with id '1674' for the assignment with course module id '3462'.
"26 junio 2025, 5:58:00 PM",1071,1674,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1674' for the assignment with course module id '3462'.
"26 junio 2025, 5:57:45 PM",1071,1684,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1684' for the assignment with course module id '3462'.
"26 junio 2025, 5:57:44 PM",1071,1684,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23172' for the user with id '1684' for the assignment with course module id '3462'.
"26 junio 2025, 5:56:59 PM",1071,1684,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1684' for the assignment with course module id '3462'.
"26 junio 2025, 5:56:45 PM",1071,1665,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1665' for the assignment with course module id '3462'.
"26 junio 2025, 5:56:44 PM",1071,1665,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23170' for the user with id '1665' for the assignment with course module id '3462'.
"26 junio 2025, 5:55:24 PM",1071,1665,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1665' for the assignment with course module id '3462'.
"26 junio 2025, 5:54:29 PM",1071,1694,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1694' for the assignment with course module id '3462'.
"26 junio 2025, 5:54:28 PM",1071,1694,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Se ha calificado el envío.,The user with id '1071' has graded the submission '23169' for the user with id '1694' for the assignment with course module id '3462'.
"26 junio 2025, 5:54:28 PM",,1694,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215736' for the user with id '1694' for the grade item with id '2042'.
